,Order ID,Customer ID,Customer Name,Order Date,Order Time,Delivery Date,Delivery Time,Shipping Method,Delivery Status,Delivery Time (days),Product Category,Delivery Region,Day Of the Week,Month,Year,WeekDay,Quarter,Hour,Minute,Second
28,1029,C089,Tom Harris,2019-06-10 05:00:00,18:50:53,2019-06-16 05:00:00,1900-01-01 10:30:50,Standard,Delivered,10:30:50,Groceries,North America,Sunday,6,2019,6,2,10,30,50
29,1030,C049,Jane Smith,2021-07-29 17:00:00,16:53:27,2021-07-31 17:00:00,1900-01-01 00:52:28,Expedited,Delivered,00:52:28,Electronics,North America,Saturday,7,2021,5,3,0,52,28
30,1031,C091,Lisa Green,2018-08-17 10:00:00,18:26:47,2018-08-22 10:00:00,1900-01-01 07:32:40,Standard,Pending,07:32:40,Groceries,North America,Wednesday,8,2018,2,3,7,32,40
31,1032,C059,Tom Harris,2025-06-15 05:00:00,19:56:18,2025-06-20 05:00:00,1900-01-01 18:20:40,Expedited,Delivered,18:20:40,Electronics,North America,Friday,6,2025,4,2,18,20,40
32,1033,C042,Olivia White,2023-10-25 00:00:00,00:50:06,2023-10-29 00:00:00,1900-01-01 20:24:41,Expedited,Delivered,20:24:41,Books,Europe,Sunday,10,2023,6,4,20,24,41
33,1034,C092,Hannah Allen,2018-08-16 15:00:00,22:42:04,2018-08-19 15:00:00,1900-01-01 23:22:10,Standard,Pending,23:22:10,Groceries,North America,Sunday,8,2018,6,3,23,22,10
34,1035,C060,Olivia White,2018-07-13 16:00:00,16:42:55,2018-07-14 16:00:00,1900-01-01 00:19:24,Standard,Delivered,00:19:24,Books,Asia,Saturday,7,2018,5,3,0,19,24
35,1036,C080,Jane Smith,2021-11-01 23:00:00,07:41:11,2021-11-02 23:00:00,1900-01-01 07:51:11,Expedited,Pending,07:51:11,Books,North America,Tuesday,11,2021,1,4,7,51,11
36,1037,C015,Andrew Moore,2024-09-30 20:00:00,09:12:25,2024-10-04 20:00:00,1900-01-01 00:09:03,Expedited,Delivered,00:09:03,Clothing,Europe,Friday,10,2024,4,4,0,9,3
37,1038,C062,Jane Smith,2022-01-24 18:00:00,17:41:50,2022-01-28 18:00:00,1900-01-01 14:50:05,Expedited,Pending,14:50:05,Groceries,North America,Friday,1,2022,4,1,14,50,5
38,1039,C062,Olivia White,2023-02-02 10:00:00,19:48:19,2023-02-05 10:00:00,1900-01-01 04:04:17,Expedited,Delivered,04:04:17,Electronics,Europe,Sunday,2,2023,6,1,4,4,17
39,1040,C047,Tom Harris,2023-08-18 14:00:00,15:36:02,2023-08-24 14:00:00,1900-01-01 02:58:21,Standard,Delivered,02:58:21,Electronics,Europe,Thursday,8,2023,3,3,2,58,21
40,1041,C062,Sophia Scott,2025-10-31 08:00:00,14:57:33,2025-11-03 08:00:00,1900-01-01 01:03:17,Standard,Delivered,01:03:17,Groceries,Asia,Monday,11,2025,0,4,1,3,17
41,1042,C051,John Doe,2020-07-07 22:00:00,12:21:39,2020-07-12 22:00:00,1900-01-01 08:50:25,Standard,Pending,08:50:25,Clothing,North America,Sunday,7,2020,6,3,8,50,25
42,1043,C055,Emma Davis,2025-12-27 20:00:00,22:58:48,2026-01-02 20:00:00,1900-01-01 09:21:46,Expedited,Delivered,09:21:46,Clothing,North America,Friday,1,2026,4,1,9,21,46
43,1044,C064,James Taylor,2020-07-14 07:00:00,03:50:53,2020-07-16 07:00:00,1900-01-01 00:42:13,Standard,Delivered,00:42:13,Clothing,North America,Thursday,7,2020,3,3,0,42,13
44,1045,C003,Daniel King,2020-06-10 02:00:00,08:22:46,2020-06-13 02:00:00,1900-01-01 09:50:23,Expedited,Pending,09:50:23,Electronics,Asia,Saturday,6,2020,5,2,9,50,23
45,1046,C051,Sam Brown,2024-10-15 22:00:00,08:23:20,2024-10-19 22:00:00,1900-01-01 20:47:07,Standard,Pending,20:47:07,Books,Asia,Saturday,10,2024,5,4,20,47,7
46,1047,C007,James Taylor,2024-01-09 05:00:00,08:45:54,2024-01-15 05:00:00,1900-01-01 01:22:24,Expedited,Delivered,01:22:24,Clothing,Europe,Monday,1,2024,0,1,1,22,24
47,1048,C021,Lisa Green,2024-01-09 04:00:00,20:15:55,2024-01-12 04:00:00,1900-01-01 06:18:06,Standard,Delivered,06:18:06,Electronics,Europe,Friday,1,2024,4,1,6,18,6
48,1049,C073,Mark Lee,2025-01-04 00:00:00,22:24:25,2025-01-05 00:00:00,1900-01-01 14:07:13,Standard,Delivered,14:07:13,Electronics,Europe,Sunday,1,2025,6,1,14,7,13
49,1050,C039,Lisa Green,2023-01-16 15:00:00,16:44:08,2023-01-18 15:00:00,1900-01-01 00:12:02,Expedited,Delivered,00:12:02,Books,Asia,Wednesday,1,2023,2,1,0,12,2
50,1051,C018,Mark Lee,2024-12-18 03:00:00,14:38:32,2024-12-23 03:00:00,1900-01-01 20:27:37,Expedited,Pending,20:27:37,Groceries,Asia,Monday,12,2024,0,4,20,27,37
51,1052,C004,Tom Harris,2018-12-09 02:00:00,00:04:55,2018-12-10 02:00:00,1900-01-01 18:14:35,Expedited,Delivered,18:14:35,Groceries,Asia,Monday,12,2018,0,4,18,14,35
52,1053,C089,Andrew Moore,2023-01-23 11:00:00,08:43:05,2023-01-24 11:00:00,1900-01-01 20:02:03,Expedited,Delivered,20:02:03,Clothing,Europe,Tuesday,1,2023,1,1,20,2,3
53,1054,C060,Laura Clark,2024-11-19 12:00:00,12:25:27,2024-11-21 12:00:00,1900-01-01 04:49:25,Expedited,Pending,04:49:25,Clothing,Asia,Thursday,11,2024,3,4,4,49,25
54,1055,C014,Mark Lee,2024-04-22 12:00:00,07:14:05,2024-04-27 12:00:00,1900-01-01 09:07:11,Standard,Delivered,09:07:11,Books,Europe,Saturday,4,2024,5,2,9,7,11
55,1056,C009,Jane Smith,2025-11-08 15:00:00,05:03:10,2025-11-12 15:00:00,1900-01-01 21:57:58,Expedited,Delivered,21:57:58,Clothing,Europe,Wednesday,11,2025,2,4,21,57,58
56,1057,C090,Sophia Scott,2020-07-23 16:00:00,20:29:17,2020-07-29 16:00:00,1900-01-01 02:26:49,Standard,Delivered,02:26:49,Books,North America,Wednesday,7,2020,2,3,2,26,49
57,1058,C053,Emma Davis,2025-04-24 09:00:00,02:02:11,2025-04-29 09:00:00,1900-01-01 22:39:57,Standard,Pending,22:39:57,Electronics,North America,Tuesday,4,2025,1,2,22,39,57
58,1059,C002,Emma Davis,2024-04-27 06:00:00,20:29:20,2024-04-30 06:00:00,1900-01-01 00:13:53,Standard,Pending,00:13:53,Clothing,North America,Tuesday,4,2024,1,2,0,13,53
59,1060,C084,Jane Smith,2018-05-19 09:00:00,05:20:59,2018-05-20 09:00:00,1900-01-01 22:30:12,Standard,Delivered,22:30:12,Electronics,Europe,Sunday,5,2018,6,2,22,30,12
60,1061,C092,Sophia Scott,2022-04-07 15:00:00,05:39:14,2022-04-10 15:00:00,1900-01-01 11:34:17,Standard,Delivered,11:34:17,Home & Kitchen,North America,Sunday,4,2022,6,2,11,34,17
61,1062,C060,Hannah Allen,2024-01-13 21:00:00,17:51:28,2024-01-17 21:00:00,1900-01-01 20:44:46,Expedited,Pending,20:44:46,Books,North America,Wednesday,1,2024,2,1,20,44,46
62,1063,C071,Sarah White,2022-02-01 12:00:00,15:37:59,2022-02-04 12:00:00,1900-01-01 09:00:37,Expedited,Delivered,09:00:37,Home & Kitchen,North America,Friday,2,2022,4,1,9,0,37
63,1064,C044,Hannah Allen,2025-07-23 22:00:00,20:16:40,2025-07-28 22:00:00,1900-01-01 08:41:46,Standard,Delivered,08:41:46,Clothing,Asia,Monday,7,2025,0,3,8,41,46
64,1065,C008,Andrew Moore,2018-06-06 16:00:00,18:17:56,2018-06-09 16:00:00,1900-01-01 08:22:13,Standard,Pending,08:22:13,Electronics,Europe,Saturday,6,2018,5,2,8,22,13
65,1066,C047,James Taylor,2020-07-13 14:00:00,22:36:59,2020-07-17 14:00:00,1900-01-01 10:06:30,Expedited,Pending,10:06:30,Clothing,North America,Friday,7,2020,4,3,10,6,30
66,1067,C035,Andrew Moore,2025-09-09 19:00:00,05:11:10,2025-09-13 19:00:00,1900-01-01 23:25:29,Expedited,Pending,23:25:29,Home & Kitchen,Asia,Saturday,9,2025,5,3,23,25,29
67,1068,C078,Tom Harris,2020-09-01 01:00:00,15:51:48,2020-09-05 01:00:00,1900-01-01 01:45:37,Standard,Delivered,01:45:37,Clothing,Asia,Saturday,9,2020,5,3,1,45,37
68,1069,C081,James Taylor,2023-05-02 09:00:00,19:08:00,2023-05-07 09:00:00,1900-01-01 04:04:18,Expedited,Delivered,04:04:18,Groceries,Asia,Sunday,5,2023,6,2,4,4,18
69,1070,C036,Sarah White,2025-12-08 17:00:00,02:20:22,2025-12-12 17:00:00,1900-01-01 18:37:27,Expedited,Delivered,18:37:27,Home & Kitchen,North America,Friday,12,2025,4,4,18,37,27
70,1071,C050,Laura Clark,2022-05-12 03:00:00,08:53:18,2022-05-13 03:00:00,1900-01-01 09:22:45,Expedited,Delivered,09:22:45,Clothing,Asia,Friday,5,2022,4,2,9,22,45
71,1072,C004,Sarah White,2018-06-06 00:00:00,12:54:45,2018-06-10 00:00:00,1900-01-01 16:29:02,Standard,Pending,16:29:02,Electronics,Europe,Sunday,6,2018,6,2,16,29,2
72,1073,C002,Lisa Green,2020-11-07 11:00:00,19:18:22,2020-11-10 11:00:00,1900-01-01 00:41:02,Expedited,Delivered,00:41:02,Clothing,Asia,Tuesday,11,2020,1,4,0,41,2
73,1074,C006,Olivia White,2019-12-09 09:00:00,06:35:11,2019-12-15 09:00:00,1900-01-01 04:56:18,Standard,Delivered,04:56:18,Electronics,Asia,Sunday,12,2019,6,4,4,56,18
74,1075,C054,Lisa Green,2021-12-10 06:00:00,22:26:45,2021-12-13 06:00:00,1900-01-01 09:57:56,Standard,Pending,09:57:56,Groceries,Asia,Monday,12,2021,0,4,9,57,56
75,1076,C004,Olivia White,2019-03-20 19:00:00,01:32:27,2019-03-26 19:00:00,1900-01-01 15:00:37,Standard,Pending,15:00:37,Clothing,Asia,Tuesday,3,2019,1,1,15,0,37
76,1077,C054,Andrew Moore,2019-11-28 11:00:00,17:19:39,2019-12-01 11:00:00,1900-01-01 08:59:04,Standard,Delivered,08:59:04,Groceries,Europe,Sunday,12,2019,6,4,8,59,4
77,1078,C093,Sam Brown,2023-01-25 09:00:00,02:30:57,2023-01-30 09:00:00,1900-01-01 13:41:33,Standard,Pending,13:41:33,Home & Kitchen,North America,Monday,1,2023,0,1,13,41,33
78,1079,C063,Andrew Moore,2020-10-09 18:00:00,05:21:44,2020-10-12 18:00:00,1900-01-01 04:32:24,Expedited,Pending,04:32:24,Electronics,Europe,Monday,10,2020,0,4,4,32,24
79,1080,C018,Mark Lee,2020-03-06 06:00:00,08:08:51,2020-03-11 06:00:00,1900-01-01 09:28:57,Standard,Delivered,09:28:57,Home & Kitchen,Europe,Wednesday,3,2020,2,1,9,28,57
80,1081,C090,Sophia Scott,2019-08-23 00:00:00,08:14:12,2019-08-28 00:00:00,1900-01-01 21:58:08,Standard,Delivered,21:58:08,Electronics,North America,Wednesday,8,2019,2,3,21,58,8
81,1082,C044,Olivia White,2024-12-31 06:00:00,21:15:31,2025-01-04 06:00:00,1900-01-01 02:14:03,Standard,Delivered,02:14:03,Groceries,Asia,Saturday,1,2025,5,1,2,14,3
82,1083,C034,Hannah Allen,2022-03-07 12:00:00,01:25:13,2022-03-08 12:00:00,1900-01-01 12:37:19,Expedited,Delivered,12:37:19,Books,North America,Tuesday,3,2022,1,1,12,37,19
83,1084,C074,James Taylor,2023-11-23 01:00:00,05:33:07,2023-11-29 01:00:00,1900-01-01 16:22:36,Expedited,Pending,16:22:36,Clothing,North America,Wednesday,11,2023,2,4,16,22,36
84,1085,C062,Jane Smith,2021-12-13 02:00:00,03:20:55,2021-12-17 02:00:00,1900-01-01 14:07:56,Expedited,Pending,14:07:56,Groceries,Europe,Friday,12,2021,4,4,14,7,56
85,1086,C100,Lisa Green,2019-02-24 02:00:00,13:42:55,2019-02-28 02:00:00,1900-01-01 04:55:44,Expedited,Delivered,04:55:44,Electronics,North America,Thursday,2,2019,3,1,4,55,44
86,1087,C014,Sophia Scott,2025-04-29 00:00:00,13:43:47,2025-05-04 00:00:00,1900-01-01 00:32:06,Expedited,Delivered,00:32:06,Electronics,Asia,Sunday,5,2025,6,2,0,32,6
87,1088,C095,Tom Harris,2023-04-27 11:00:00,05:19:30,2023-05-02 11:00:00,1900-01-01 21:04:45,Expedited,Pending,21:04:45,Electronics,Europe,Tuesday,5,2023,1,2,21,4,45
88,1089,C048,Sophia Scott,2019-12-16 18:00:00,00:43:06,2019-12-22 18:00:00,1900-01-01 14:20:24,Expedited,Delivered,14:20:24,Electronics,Asia,Sunday,12,2019,6,4,14,20,24
89,1090,C015,Daniel King,2020-03-25 03:00:00,07:08:01,2020-03-28 03:00:00,1900-01-01 16:55:49,Standard,Delivered,16:55:49,Clothing,Europe,Saturday,3,2020,5,1,16,55,49
90,1091,C072,Mark Lee,2024-11-07 10:00:00,16:51:44,2024-11-10 10:00:00,1900-01-01 06:53:57,Standard,Delivered,06:53:57,Home & Kitchen,Asia,Sunday,11,2024,6,4,6,53,57
91,1092,C078,Daniel King,2025-01-30 04:00:00,04:41:43,2025-02-03 04:00:00,1900-01-01 17:59:18,Expedited,Delivered,17:59:18,Books,North America,Monday,2,2025,0,1,17,59,18
92,1093,C087,Sam Brown,2021-06-19 13:00:00,16:52:37,2021-06-21 13:00:00,1900-01-01 19:06:39,Standard,Pending,19:06:39,Clothing,North America,Monday,6,2021,0,2,19,6,39
93,1094,C062,Olivia White,2021-10-13 10:00:00,02:59:46,2021-10-15 10:00:00,1900-01-01 12:58:49,Standard,Delivered,12:58:49,Electronics,North America,Friday,10,2021,4,4,12,58,49
94,1095,C040,Sam Brown,2018-09-09 07:00:00,06:29:05,2018-09-12 07:00:00,1900-01-01 23:10:40,Expedited,Pending,23:10:40,Clothing,Asia,Wednesday,9,2018,2,3,23,10,40
95,1096,C085,Tom Harris,2020-08-07 09:00:00,03:50:36,2020-08-09 09:00:00,1900-01-01 22:00:53,Standard,Delivered,22:00:53,Groceries,Europe,Sunday,8,2020,6,3,22,0,53
96,1097,C080,Hannah Allen,2021-04-09 13:00:00,02:57:56,2021-04-12 13:00:00,1900-01-01 07:52:43,Standard,Delivered,07:52:43,Electronics,Europe,Monday,4,2021,0,2,7,52,43
97,1098,C082,Sarah White,2018-04-06 02:00:00,08:05:12,2018-04-11 02:00:00,1900-01-01 01:14:20,Expedited,Pending,01:14:20,Books,Europe,Wednesday,4,2018,2,2,1,14,20
98,1099,C053,Daniel King,2021-12-13 16:00:00,21:27:29,2021-12-17 16:00:00,1900-01-01 23:49:16,Standard,Delivered,23:49:16,Electronics,North America,Friday,12,2021,4,4,23,49,16
99,1100,C024,Emma Davis,2023-07-12 06:00:00,19:35:01,2023-07-13 06:00:00,1900-01-01 14:51:51,Expedited,Pending,14:51:51,Books,Asia,Thursday,7,2023,3,3,14,51,51
100,1101,C026,Daniel King,2025-09-14 22:00:00,03:07:44,2025-09-18 22:00:00,1900-01-01 08:34:19,Expedited,Delivered,08:34:19,Books,Europe,Thursday,9,2025,3,3,8,34,19
101,1102,C089,Tom Harris,2021-08-14 01:00:00,09:49:08,2021-08-17 01:00:00,1900-01-01 18:17:19,Standard,Delivered,18:17:19,Home & Kitchen,Asia,Tuesday,8,2021,1,3,18,17,19
102,1103,C060,Mike Black,2022-05-13 12:00:00,00:12:49,2022-05-16 12:00:00,1900-01-01 07:00:23,Standard,Delivered,07:00:23,Home & Kitchen,Europe,Monday,5,2022,0,2,7,0,23
103,1104,C041,Tom Harris,2022-04-09 21:00:00,14:31:33,2022-04-13 21:00:00,1900-01-01 23:46:18,Standard,Delivered,23:46:18,Clothing,North America,Wednesday,4,2022,2,2,23,46,18
104,1105,C029,Laura Clark,2023-10-09 15:00:00,10:30:13,2023-10-15 15:00:00,1900-01-01 09:43:59,Expedited,Delivered,09:43:59,Clothing,Asia,Sunday,10,2023,6,4,9,43,59
105,1106,C015,Sam Brown,2022-05-19 16:00:00,21:46:13,2022-05-22 16:00:00,1900-01-01 05:28:12,Expedited,Pending,05:28:12,Books,Europe,Sunday,5,2022,6,2,5,28,12
106,1107,C045,Sophia Scott,2018-11-07 21:00:00,15:54:28,2018-11-09 21:00:00,1900-01-01 03:44:16,Expedited,Pending,03:44:16,Electronics,Europe,Friday,11,2018,4,4,3,44,16
107,1108,C065,Jane Smith,2019-03-15 04:00:00,14:18:26,2019-03-17 04:00:00,1900-01-01 00:04:27,Standard,Delivered,00:04:27,Groceries,Europe,Sunday,3,2019,6,1,0,4,27
108,1109,C089,Lisa Green,2019-12-31 18:00:00,08:36:36,2020-01-03 18:00:00,1900-01-01 23:16:49,Standard,Delivered,23:16:49,Groceries,Europe,Friday,1,2020,4,1,23,16,49
109,1110,C071,Jane Smith,2022-02-20 04:00:00,10:27:51,2022-02-23 04:00:00,1900-01-01 06:47:39,Expedited,Pending,06:47:39,Electronics,North America,Wednesday,2,2022,2,1,6,47,39
110,1111,C009,Sam Brown,2022-03-13 20:00:00,23:27:35,2022-03-19 20:00:00,1900-01-01 11:45:50,Standard,Pending,11:45:50,Electronics,Europe,Saturday,3,2022,5,1,11,45,50
111,1112,C088,Lisa Green,2024-12-18 17:00:00,19:17:24,2024-12-20 17:00:00,1900-01-01 10:11:12,Standard,Delivered,10:11:12,Home & Kitchen,Europe,Friday,12,2024,4,4,10,11,12
112,1113,C001,Mike Black,2025-02-16 21:00:00,02:03:13,2025-02-19 21:00:00,1900-01-01 07:00:08,Expedited,Delivered,07:00:08,Groceries,North America,Wednesday,2,2025,2,1,7,0,8
113,1114,C008,Laura Clark,2022-02-10 03:00:00,06:25:07,2022-02-13 03:00:00,1900-01-01 01:13:12,Expedited,Pending,01:13:12,Books,Europe,Sunday,2,2022,6,1,1,13,12
114,1115,C088,Emma Davis,2022-11-21 09:00:00,23:15:19,2022-11-27 09:00:00,1900-01-01 15:01:03,Standard,Delivered,15:01:03,Clothing,Asia,Sunday,11,2022,6,4,15,1,3
115,1116,C063,Mark Lee,2020-01-15 02:00:00,14:06:57,2020-01-21 02:00:00,1900-01-01 11:47:09,Expedited,Pending,11:47:09,Home & Kitchen,Asia,Tuesday,1,2020,1,1,11,47,9
116,1117,C011,James Taylor,2023-12-24 03:00:00,16:21:21,2023-12-28 03:00:00,1900-01-01 02:03:05,Standard,Delivered,02:03:05,Groceries,Europe,Thursday,12,2023,3,4,2,3,5
117,1118,C081,Sam Brown,2022-07-15 14:00:00,21:11:17,2022-07-21 14:00:00,1900-01-01 22:04:49,Expedited,Pending,22:04:49,Electronics,North America,Thursday,7,2022,3,3,22,4,49
118,1119,C008,Sophia Scott,2024-03-13 00:00:00,23:45:46,2024-03-14 00:00:00,1900-01-01 02:09:42,Expedited,Pending,02:09:42,Groceries,North America,Thursday,3,2024,3,1,2,9,42
119,1120,C035,Olivia White,2025-11-01 06:00:00,14:36:15,2025-11-03 06:00:00,1900-01-01 18:13:20,Expedited,Delivered,18:13:20,Books,North America,Monday,11,2025,0,4,18,13,20
120,1121,C035,Sam Brown,2019-10-06 02:00:00,04:01:51,2019-10-10 02:00:00,1900-01-01 10:27:20,Standard,Pending,10:27:20,Home & Kitchen,Europe,Thursday,10,2019,3,4,10,27,20
121,1122,C033,Sam Brown,2025-04-22 15:00:00,08:53:26,2025-04-23 15:00:00,1900-01-01 03:23:53,Standard,Delivered,03:23:53,Electronics,Europe,Wednesday,4,2025,2,2,3,23,53
122,1123,C005,Daniel King,2023-06-14 15:00:00,08:35:46,2023-06-17 15:00:00,1900-01-01 05:16:21,Expedited,Delivered,05:16:21,Books,Asia,Saturday,6,2023,5,2,5,16,21
123,1124,C041,Daniel King,2025-08-10 05:00:00,10:00:49,2025-08-13 05:00:00,1900-01-01 18:44:53,Expedited,Delivered,18:44:53,Clothing,North America,Wednesday,8,2025,2,3,18,44,53
124,1125,C028,Lisa Green,2023-03-21 14:00:00,00:07:56,2023-03-25 14:00:00,1900-01-01 09:10:37,Expedited,Delivered,09:10:37,Home & Kitchen,Europe,Saturday,3,2023,5,1,9,10,37
125,1126,C007,Andrew Moore,2022-08-19 19:00:00,15:57:27,2022-08-25 19:00:00,1900-01-01 01:32:42,Standard,Pending,01:32:42,Books,Europe,Thursday,8,2022,3,3,1,32,42
126,1127,C073,Andrew Moore,2025-11-06 19:00:00,21:17:21,2025-11-09 19:00:00,1900-01-01 15:34:36,Expedited,Delivered,15:34:36,Books,Europe,Sunday,11,2025,6,4,15,34,36
127,1128,C072,John Doe,2022-06-27 20:00:00,08:11:18,2022-07-02 20:00:00,1900-01-01 14:46:35,Expedited,Delivered,14:46:35,Electronics,North America,Saturday,7,2022,5,3,14,46,35
128,1129,C012,Tom Harris,2020-06-07 00:00:00,17:58:04,2020-06-11 00:00:00,1900-01-01 22:35:39,Expedited,Delivered,22:35:39,Clothing,North America,Thursday,6,2020,3,2,22,35,39
129,1130,C034,Sophia Scott,2023-01-15 19:00:00,01:38:58,2023-01-16 19:00:00,1900-01-01 06:25:24,Expedited,Delivered,06:25:24,Books,Asia,Monday,1,2023,0,1,6,25,24
130,1131,C033,John Doe,2022-08-10 11:00:00,09:46:56,2022-08-14 11:00:00,1900-01-01 16:14:36,Standard,Pending,16:14:36,Home & Kitchen,North America,Sunday,8,2022,6,3,16,14,36
131,1132,C048,Hannah Allen,2019-12-22 17:00:00,06:59:36,2019-12-24 17:00:00,1900-01-01 12:03:21,Standard,Delivered,12:03:21,Books,Europe,Tuesday,12,2019,1,4,12,3,21
