Order ID,Customer ID,Customer Name,Order Date,Order Time,Delivery Date,Delivery Time,Shipping Method,Delivery Status,Delivery Time (days),Product Category,Delivery Region
1054,C060,Laura Clark,2018-01-03 05:00:00,07:43:24,2018-01-08 05:00:00,05:17:44,Standard,Pending,05:17:44,Clothing,Europe
1055,C014,Mark Lee,2018-01-03 06:00:00,21:14:58,2018-01-06 06:00:00,21:50:38,Expedited,Delivered,21:50:38,Electronics,North America
1056,C009,Jane Smith,2018-01-03 07:00:00,08:55:56,2018-01-06 07:00:00,18:08:34,Expedited,Pending,18:08:34,Electronics,North America
1057,C090,Sophia Scott,2018-01-03 08:00:00,09:19:40,2018-01-04 08:00:00,22:11:51,Expedited,Pending,22:11:51,Groceries,Europe
1058,C053,Emma Davis,2018-01-03 09:00:00,14:22:52,2018-01-08 09:00:00,23:49:39,Expedited,Delivered,23:49:39,Home & Kitchen,North America
1059,C002,Emma Davis,2018-01-03 10:00:00,20:00:01,2018-01-06 10:00:00,08:12:39,Standard,Pending,08:12:39,Electronics,Europe
1060,C084,Jane Smith,2018-01-03 11:00:00,18:13:07,2018-01-09 11:00:00,21:41:16,Standard,Pending,21:41:16,Clothing,Europe
1061,C092,Sophia Scott,2018-01-03 12:00:00,05:11:25,2018-01-06 12:00:00,06:16:54,Standard,Delivered,06:16:54,Clothing,Asia
1062,C060,Hannah Allen,2018-01-03 13:00:00,14:45:52,2018-01-06 13:00:00,17:23:01,Expedited,Pending,17:23:01,Books,North America
1063,C071,Sarah White,2018-01-03 14:00:00,00:59:42,2018-01-08 14:00:00,02:27:18,Expedited,Delivered,02:27:18,Electronics,North America
1064,C044,Hannah Allen,2018-01-03 15:00:00,02:50:17,2018-01-09 15:00:00,00:20:52,Expedited,Pending,00:20:52,Groceries,Asia
1065,C008,Andrew Moore,2018-01-03 16:00:00,19:59:33,2018-01-08 16:00:00,09:52:45,Standard,Delivered,09:52:45,Home & Kitchen,Europe
1066,C047,James Taylor,2018-01-03 17:00:00,06:07:18,2018-01-04 17:00:00,12:08:37,Expedited,Pending,12:08:37,Groceries,North America
1067,C035,Andrew Moore,2018-01-03 18:00:00,21:46:41,2018-01-07 18:00:00,05:50:52,Standard,Pending,05:50:52,Clothing,Asia
1068,C078,Tom Harris,2018-01-03 19:00:00,21:28:32,2018-01-06 19:00:00,09:54:34,Standard,Pending,09:54:34,Groceries,Asia
1069,C081,James Taylor,2018-01-03 20:00:00,05:44:45,2018-01-07 20:00:00,17:52:18,Standard,Pending,17:52:18,Clothing,North America
1070,C036,Sarah White,2018-01-03 21:00:00,02:42:02,2018-01-08 21:00:00,04:24:10,Standard,Delivered,04:24:10,Clothing,Asia
1071,C050,Laura Clark,2018-01-03 22:00:00,18:09:26,2018-01-08 22:00:00,09:16:35,Standard,Delivered,09:16:35,Clothing,Europe
1072,C004,Sarah White,2018-01-03 23:00:00,14:10:46,2018-01-08 23:00:00,20:17:59,Standard,Delivered,20:17:59,Clothing,Asia
1073,C002,Lisa Green,2018-01-04 00:00:00,23:12:31,2018-01-08 00:00:00,17:00:13,Expedited,Delivered,17:00:13,Clothing,Europe
1074,C006,Olivia White,2018-01-04 01:00:00,04:03:12,2018-01-09 01:00:00,07:01:50,Standard,Delivered,07:01:50,Books,Europe
1075,C054,Lisa Green,2018-01-04 02:00:00,08:56:48,2018-01-05 02:00:00,14:59:33,Standard,Delivered,14:59:33,Groceries,North America
1076,C004,Olivia White,2018-01-04 03:00:00,01:55:36,2018-01-09 03:00:00,03:00:50,Expedited,Delivered,03:00:50,Books,Asia
1077,C054,Andrew Moore,2018-01-04 04:00:00,15:06:00,2018-01-06 04:00:00,20:41:00,Standard,Pending,20:41:00,Books,Europe
1078,C093,Sam Brown,2018-01-04 05:00:00,11:20:10,2018-01-08 05:00:00,19:53:46,Expedited,Pending,19:53:46,Electronics,Europe
1079,C063,Andrew Moore,2018-01-04 06:00:00,11:50:57,2018-01-06 06:00:00,03:38:29,Expedited,Pending,03:38:29,Electronics,Asia
1080,C018,Mark Lee,2018-01-04 07:00:00,11:43:13,2018-01-09 07:00:00,06:21:56,Expedited,Pending,06:21:56,Electronics,Europe
1081,C090,Sophia Scott,2018-01-04 08:00:00,01:33:24,2018-01-05 08:00:00,17:44:09,Standard,Delivered,17:44:09,Home & Kitchen,Asia
1082,C044,Olivia White,2018-01-04 09:00:00,03:51:54,2018-01-07 09:00:00,23:07:26,Standard,Delivered,23:07:26,Electronics,North America
1083,C034,Hannah Allen,2018-01-04 10:00:00,15:09:44,2018-01-10 10:00:00,09:13:45,Expedited,Delivered,09:13:45,Groceries,Europe
1084,C074,James Taylor,2018-01-04 11:00:00,01:34:18,2018-01-10 11:00:00,19:53:10,Standard,Pending,19:53:10,Books,Europe
1085,C062,Jane Smith,2018-01-04 12:00:00,05:18:58,2018-01-09 12:00:00,05:20:32,Standard,Delivered,05:20:32,Groceries,Asia
1086,C100,Lisa Green,2018-01-04 13:00:00,20:51:50,2018-01-05 13:00:00,18:38:23,Expedited,Pending,18:38:23,Electronics,Asia
1087,C014,Sophia Scott,2018-01-04 14:00:00,07:13:09,2018-01-08 14:00:00,17:34:51,Expedited,Delivered,17:34:51,Home & Kitchen,Asia
1088,C095,Tom Harris,2018-01-04 15:00:00,02:37:28,2018-01-06 15:00:00,10:36:18,Standard,Delivered,10:36:18,Home & Kitchen,Asia
1089,C048,Sophia Scott,2018-01-04 16:00:00,14:22:22,2018-01-06 16:00:00,20:23:55,Expedited,Delivered,20:23:55,Books,Europe
1090,C015,Daniel King,2018-01-04 17:00:00,17:45:18,2018-01-06 17:00:00,01:21:03,Expedited,Delivered,01:21:03,Groceries,North America
1091,C072,Mark Lee,2018-01-04 18:00:00,09:46:03,2018-01-08 18:00:00,09:01:07,Expedited,Pending,09:01:07,Clothing,North America
1092,C078,Daniel King,2018-01-04 19:00:00,22:01:02,2018-01-10 19:00:00,00:58:37,Standard,Pending,00:58:37,Groceries,North America
1093,C087,Sam Brown,2018-01-04 20:00:00,06:54:15,2018-01-05 20:00:00,10:58:27,Standard,Delivered,10:58:27,Electronics,North America
1094,C062,Olivia White,2018-01-04 21:00:00,09:18:27,2018-01-08 21:00:00,09:44:00,Standard,Pending,09:44:00,Clothing,Asia
1095,C040,Sam Brown,2018-01-04 22:00:00,16:27:18,2018-01-06 22:00:00,01:02:08,Expedited,Delivered,01:02:08,Home & Kitchen,Europe
1096,C085,Tom Harris,2018-01-04 23:00:00,04:22:19,2018-01-09 23:00:00,04:41:09,Standard,Delivered,04:41:09,Books,Europe
1097,C080,Hannah Allen,2018-01-05 00:00:00,12:12:42,2018-01-08 00:00:00,11:17:57,Expedited,Delivered,11:17:57,Books,Europe
1098,C082,Sarah White,2018-01-05 01:00:00,10:47:14,2018-01-09 01:00:00,20:20:00,Standard,Delivered,20:20:00,Home & Kitchen,Asia
1099,C053,Daniel King,2018-01-05 02:00:00,16:53:49,2018-01-09 02:00:00,02:04:24,Standard,Pending,02:04:24,Electronics,Europe
1100,C024,Emma Davis,2018-01-05 03:00:00,18:03:21,2018-01-06 03:00:00,16:07:16,Expedited,Delivered,16:07:16,Home & Kitchen,Asia
1101,C026,Daniel King,2018-01-05 04:00:00,21:54:36,2018-01-06 04:00:00,08:31:05,Standard,Delivered,08:31:05,Electronics,Europe
1102,C089,Tom Harris,2018-01-05 05:00:00,06:33:32,2018-01-09 05:00:00,16:39:20,Expedited,Pending,16:39:20,Clothing,North America
1103,C060,Mike Black,2018-01-05 06:00:00,11:41:39,2018-01-07 06:00:00,06:06:46,Standard,Delivered,06:06:46,Home & Kitchen,Asia
1104,C041,Tom Harris,2018-01-05 07:00:00,00:11:01,2018-01-08 07:00:00,06:53:26,Standard,Pending,06:53:26,Electronics,Europe
1105,C029,Laura Clark,2018-01-05 08:00:00,09:21:16,2018-01-06 08:00:00,07:08:27,Expedited,Delivered,07:08:27,Clothing,North America
1106,C015,Sam Brown,2018-01-05 09:00:00,02:06:43,2018-01-07 09:00:00,14:01:06,Expedited,Delivered,14:01:06,Home & Kitchen,North America
1107,C045,Sophia Scott,2018-01-05 10:00:00,07:19:11,2018-01-10 10:00:00,14:17:21,Expedited,Delivered,14:17:21,Books,North America
1108,C065,Jane Smith,2018-01-05 11:00:00,02:16:27,2018-01-06 11:00:00,17:09:53,Standard,Delivered,17:09:53,Home & Kitchen,Asia
1109,C089,Lisa Green,2018-01-05 12:00:00,08:09:21,2018-01-07 12:00:00,17:32:06,Standard,Delivered,17:32:06,Groceries,Asia
1110,C071,Jane Smith,2018-01-05 13:00:00,05:56:32,2018-01-07 13:00:00,02:13:43,Standard,Delivered,02:13:43,Home & Kitchen,Europe
1111,C009,Sam Brown,2018-01-05 14:00:00,21:43:36,2018-01-08 14:00:00,13:35:12,Expedited,Pending,13:35:12,Groceries,North America
1112,C088,Lisa Green,2018-01-05 15:00:00,12:26:14,2018-01-08 15:00:00,15:15:53,Expedited,Delivered,15:15:53,Clothing,Europe
1113,C001,Mike Black,2018-01-05 16:00:00,21:29:42,2018-01-10 16:00:00,04:51:24,Expedited,Pending,04:51:24,Home & Kitchen,Europe
1114,C008,Laura Clark,2018-01-05 17:00:00,07:36:33,2018-01-07 17:00:00,05:37:49,Standard,Pending,05:37:49,Clothing,North America
1115,C088,Emma Davis,2018-01-05 18:00:00,11:59:33,2018-01-11 18:00:00,05:38:55,Standard,Delivered,05:38:55,Clothing,Europe
1116,C063,Mark Lee,2018-01-05 19:00:00,15:52:34,2018-01-07 19:00:00,23:47:40,Expedited,Pending,23:47:40,Electronics,Asia
1117,C011,James Taylor,2018-01-05 20:00:00,09:18:07,2018-01-08 20:00:00,12:43:50,Standard,Delivered,12:43:50,Clothing,Europe
1118,C081,Sam Brown,2018-01-05 21:00:00,06:32:43,2018-01-11 21:00:00,22:54:00,Expedited,Pending,22:54:00,Clothing,North America
1119,C008,Sophia Scott,2018-01-05 22:00:00,04:47:24,2018-01-06 22:00:00,07:03:20,Standard,Delivered,07:03:20,Home & Kitchen,Asia
1120,C035,Olivia White,2018-01-05 23:00:00,03:16:23,2018-01-06 23:00:00,21:50:52,Standard,Pending,21:50:52,Home & Kitchen,Asia
1121,C035,Sam Brown,2018-01-06 00:00:00,20:01:30,2018-01-10 00:00:00,04:48:02,Expedited,Pending,04:48:02,Books,Europe
1122,C033,Sam Brown,2018-01-06 01:00:00,11:32:29,2018-01-09 01:00:00,18:00:28,Standard,Delivered,18:00:28,Electronics,Europe
1123,C005,Daniel King,2018-01-06 02:00:00,11:43:11,2018-01-10 02:00:00,22:32:54,Standard,Pending,22:32:54,Clothing,Asia
1124,C041,Daniel King,2018-01-06 03:00:00,18:56:48,2018-01-12 03:00:00,19:40:22,Expedited,Delivered,19:40:22,Electronics,Europe
1125,C028,Lisa Green,2018-01-06 04:00:00,19:23:23,2018-01-09 04:00:00,04:06:56,Expedited,Delivered,04:06:56,Groceries,North America
1126,C007,Andrew Moore,2018-01-06 05:00:00,10:12:26,2018-01-11 05:00:00,05:48:21,Standard,Delivered,05:48:21,Clothing,Europe
1127,C073,Andrew Moore,2018-01-06 06:00:00,07:09:07,2018-01-08 06:00:00,16:12:11,Expedited,Delivered,16:12:11,Electronics,Europe
1128,C072,John Doe,2018-01-06 07:00:00,19:07:08,2018-01-11 07:00:00,03:07:36,Standard,Delivered,03:07:36,Books,Asia
1129,C012,Tom Harris,2018-01-06 08:00:00,06:13:27,2018-01-12 08:00:00,04:44:25,Expedited,Pending,04:44:25,Books,Europe
1130,C034,Sophia Scott,2018-01-06 09:00:00,01:56:42,2018-01-09 09:00:00,10:07:39,Standard,Pending,10:07:39,Clothing,Europe
1131,C033,John Doe,2018-01-06 10:00:00,07:12:20,2018-01-12 10:00:00,00:44:28,Standard,Pending,00:44:28,Groceries,Europe
1132,C048,Hannah Allen,2018-01-06 11:00:00,14:27:34,2018-01-08 11:00:00,04:27:52,Expedited,Delivered,04:27:52,Books,North America
1133,C023,Mike Black,2018-01-06 12:00:00,22:45:14,2018-01-07 12:00:00,07:16:54,Standard,Pending,07:16:54,Books,Europe
1134,C062,Andrew Moore,2018-01-06 13:00:00,01:50:11,2018-01-07 13:00:00,22:44:08,Standard,Pending,22:44:08,Groceries,North America
1135,C088,Olivia White,2018-01-06 14:00:00,19:35:02,2018-01-12 14:00:00,01:31:50,Expedited,Pending,01:31:50,Electronics,North America
1136,C037,Daniel King,2018-01-06 15:00:00,04:02:56,2018-01-10 15:00:00,19:48:30,Expedited,Pending,19:48:30,Books,North America
1137,C099,Emma Davis,2018-01-06 16:00:00,14:18:01,2018-01-09 16:00:00,06:29:57,Standard,Pending,06:29:57,Home & Kitchen,North America
1138,C044,Sarah White,2018-01-06 17:00:00,11:36:53,2018-01-09 17:00:00,02:50:50,Expedited,Delivered,02:50:50,Books,Asia
1139,C086,Mike Black,2018-01-06 18:00:00,16:13:27,2018-01-07 18:00:00,23:08:09,Expedited,Delivered,23:08:09,Electronics,North America
1140,C091,Sarah White,2018-01-06 19:00:00,21:09:02,2018-01-11 19:00:00,13:49:57,Standard,Pending,13:49:57,Electronics,Europe
1141,C035,Sophia Scott,2018-01-06 20:00:00,03:37:55,2018-01-08 20:00:00,14:25:00,Standard,Delivered,14:25:00,Clothing,North America
1142,C065,Sophia Scott,2018-01-06 21:00:00,21:47:38,2018-01-11 21:00:00,05:14:24,Expedited,Delivered,05:14:24,Home & Kitchen,Europe
1143,C099,Hannah Allen,2018-01-06 22:00:00,14:29:20,2018-01-11 22:00:00,05:17:00,Expedited,Pending,05:17:00,Electronics,North America
1144,C047,Sarah White,2018-01-06 23:00:00,19:25:42,2018-01-12 23:00:00,23:02:16,Expedited,Pending,23:02:16,Groceries,Asia
1145,C078,Sophia Scott,2018-01-07 00:00:00,21:20:00,2018-01-08 00:00:00,15:07:59,Standard,Delivered,15:07:59,Home & Kitchen,North America
1146,C003,Emma Davis,2018-01-07 01:00:00,04:12:20,2018-01-08 01:00:00,16:39:16,Standard,Pending,16:39:16,Home & Kitchen,North America
1147,C001,Jane Smith,2018-01-07 02:00:00,13:08:16,2018-01-08 02:00:00,08:11:28,Standard,Delivered,08:11:28,Groceries,Asia
1148,C005,John Doe,2018-01-07 03:00:00,14:20:30,2018-01-13 03:00:00,18:35:52,Standard,Delivered,18:35:52,Books,North America
1149,C090,Sam Brown,2018-01-07 04:00:00,06:58:53,2018-01-11 04:00:00,21:24:28,Standard,Pending,21:24:28,Groceries,Europe
1150,C014,Laura Clark,2018-01-07 05:00:00,21:11:54,2018-01-12 05:00:00,10:59:03,Standard,Delivered,10:59:03,Groceries,North America
1151,C027,Mark Lee,2018-01-07 06:00:00,05:52:15,2018-01-13 06:00:00,13:45:37,Standard,Delivered,13:45:37,Books,North America
1152,C009,Sarah White,2018-01-07 07:00:00,04:08:45,2018-01-10 07:00:00,16:01:07,Expedited,Delivered,16:01:07,Books,North America
1153,C079,Olivia White,2018-01-07 08:00:00,07:13:43,2018-01-09 08:00:00,03:09:06,Expedited,Pending,03:09:06,Books,Asia
1154,C015,Mike Black,2018-01-07 09:00:00,09:29:51,2018-01-11 09:00:00,03:15:13,Standard,Pending,03:15:13,Books,North America
1155,C090,Jane Smith,2018-01-07 10:00:00,19:25:52,2018-01-10 10:00:00,15:24:40,Standard,Pending,15:24:40,Books,North America
1156,C042,Laura Clark,2018-01-07 11:00:00,12:28:18,2018-01-12 11:00:00,03:28:55,Standard,Pending,03:28:55,Groceries,Europe
1157,C077,Sarah White,2018-01-07 12:00:00,14:07:22,2018-01-08 12:00:00,05:00:38,Expedited,Delivered,05:00:38,Clothing,North America
1158,C051,Jane Smith,2018-01-07 13:00:00,20:41:34,2018-01-12 13:00:00,00:50:39,Standard,Pending,00:50:39,Clothing,North America
1159,C063,Andrew Moore,2018-01-07 14:00:00,20:34:31,2018-01-13 14:00:00,02:00:00,Expedited,Pending,02:00:00,Electronics,North America
1160,C096,Jane Smith,2018-01-07 15:00:00,04:15:16,2018-01-09 15:00:00,06:20:44,Expedited,Pending,06:20:44,Clothing,North America
1161,C052,Sarah White,2018-01-07 16:00:00,05:57:31,2018-01-13 16:00:00,00:47:21,Expedited,Pending,00:47:21,Clothing,Europe
1162,C096,Lisa Green,2018-01-07 17:00:00,19:19:47,2018-01-11 17:00:00,21:45:03,Expedited,Delivered,21:45:03,Groceries,Europe
1163,C004,Tom Harris,2018-01-07 18:00:00,23:01:19,2018-01-11 18:00:00,22:54:43,Expedited,Delivered,22:54:43,Books,Asia
1164,C094,Olivia White,2018-01-07 19:00:00,14:17:00,2018-01-09 19:00:00,11:16:52,Standard,Delivered,11:16:52,Books,North America
1165,C023,Sam Brown,2018-01-07 20:00:00,18:43:39,2018-01-10 20:00:00,14:09:34,Standard,Pending,14:09:34,Groceries,Asia
1166,C015,Sam Brown,2018-01-07 21:00:00,05:43:38,2018-01-10 21:00:00,22:51:51,Expedited,Pending,22:51:51,Clothing,Asia
1167,C043,Olivia White,2018-01-07 22:00:00,17:53:45,2018-01-11 22:00:00,11:00:00,Standard,Delivered,11:00:00,Groceries,North America
1168,C029,Lisa Green,2018-01-07 23:00:00,07:23:19,2018-01-11 23:00:00,09:17:46,Expedited,Pending,09:17:46,Electronics,Europe
1169,C036,Daniel King,2018-01-08 00:00:00,21:13:04,2018-01-09 00:00:00,01:48:07,Expedited,Pending,01:48:07,Books,Europe
1170,C013,Sophia Scott,2018-01-08 01:00:00,08:39:33,2018-01-11 01:00:00,21:21:25,Standard,Delivered,21:21:25,Home & Kitchen,North America
1171,C032,Sam Brown,2018-01-08 02:00:00,15:44:06,2018-01-10 02:00:00,08:20:30,Standard,Delivered,08:20:30,Electronics,North America
1172,C071,Daniel King,2018-01-08 03:00:00,15:06:26,2018-01-11 03:00:00,19:42:05,Standard,Pending,19:42:05,Electronics,Europe
1173,C059,Jane Smith,2018-01-08 04:00:00,13:13:43,2018-01-09 04:00:00,23:13:32,Standard,Pending,23:13:32,Groceries,North America
1174,C086,Emma Davis,2018-01-08 05:00:00,00:32:43,2018-01-14 05:00:00,06:23:08,Standard,Pending,06:23:08,Clothing,North America
1175,C028,Mike Black,2018-01-08 06:00:00,19:52:46,2018-01-12 06:00:00,10:55:22,Expedited,Delivered,10:55:22,Books,North America
1176,C066,Andrew Moore,2018-01-08 07:00:00,03:06:31,2018-01-12 07:00:00,15:50:01,Standard,Delivered,15:50:01,Home & Kitchen,Europe
1177,C042,John Doe,2018-01-08 08:00:00,15:02:38,2018-01-09 08:00:00,14:34:35,Standard,Delivered,14:34:35,Electronics,Asia
1178,C045,Sam Brown,2018-01-08 09:00:00,23:21:05,2018-01-10 09:00:00,19:53:27,Standard,Delivered,19:53:27,Home & Kitchen,Asia
1179,C062,Olivia White,2018-01-08 10:00:00,15:23:39,2018-01-12 10:00:00,06:43:03,Expedited,Pending,06:43:03,Clothing,North America
1180,C057,Emma Davis,2018-01-08 11:00:00,22:53:37,2018-01-13 11:00:00,09:05:56,Standard,Delivered,09:05:56,Clothing,Europe
1181,C006,Sarah White,2018-01-08 12:00:00,09:15:10,2018-01-12 12:00:00,21:45:34,Expedited,Delivered,21:45:34,Home & Kitchen,North America
1182,C028,Laura Clark,2018-01-08 13:00:00,12:05:23,2018-01-13 13:00:00,16:42:09,Standard,Pending,16:42:09,Books,Europe
1183,C028,Hannah Allen,2018-01-08 14:00:00,00:52:50,2018-01-09 14:00:00,20:31:41,Standard,Pending,20:31:41,Clothing,North America
1184,C044,Tom Harris,2018-01-08 15:00:00,11:55:26,2018-01-09 15:00:00,09:02:55,Expedited,Pending,09:02:55,Home & Kitchen,Europe
1185,C084,Olivia White,2018-01-08 16:00:00,05:17:44,2018-01-12 16:00:00,14:16:26,Standard,Delivered,14:16:26,Electronics,Europe
