,Order ID,Customer ID,Customer Name,Order Date,Order Time,Delivery Date,Delivery Time,Shipping Method,Delivery Status,Delivery Time (days),Product Category,Delivery Region,Day Of the Week,Month,Year,WeekDay,Quarter,Hour,Minute,Second
40,1041,C062,Sophia Scott,31-10-2025 08:00,14:57:33,03-11-2025 08:00,31-03-2025 01:03,Standard,Delivered,01:03:17,Groceries,Asia,Monday,11,2025,0,4,1,3,17
41,1042,C051,John Doe,07-07-2020 22:00,12:21:39,12-07-2020 22:00,31-03-2025 08:50,Standard,Pending,08:50:25,Clothing,North America,Sunday,7,2020,6,3,8,50,25
42,1043,C055,Emma Davis,27-12-2025 20:00,22:58:48,02-01-2026 20:00,31-03-2025 09:21,Expedited,Delivered,09:21:46,Clothing,North America,Friday,1,2026,4,1,9,21,46
43,1044,C064,James Taylor,14-07-2020 07:00,03:50:53,16-07-2020 07:00,31-03-2025 00:42,Standard,Delivered,00:42:13,Clothing,North America,Thursday,7,2020,3,3,0,42,13
44,1045,C003,Daniel King,10-06-2020 02:00,08:22:46,13-06-2020 02:00,31-03-2025 09:50,Expedited,Pending,09:50:23,Electronics,Asia,Saturday,6,2020,5,2,9,50,23
45,1046,C051,Sam Brown,15-10-2024 22:00,08:23:20,19-10-2024 22:00,31-03-2025 20:47,Standard,Pending,20:47:07,Books,Asia,Saturday,10,2024,5,4,20,47,7
46,1047,C007,James Taylor,09-01-2024 05:00,08:45:54,15-01-2024 05:00,31-03-2025 01:22,Expedited,Delivered,01:22:24,Clothing,Europe,Monday,1,2024,0,1,1,22,24
47,1048,C021,Lisa Green,09-01-2024 04:00,20:15:55,12-01-2024 04:00,31-03-2025 06:18,Standard,Delivered,06:18:06,Electronics,Europe,Friday,1,2024,4,1,6,18,6
48,1049,C073,Mark Lee,04-01-2025 00:00,22:24:25,05-01-2025 00:00,31-03-2025 14:07,Standard,Delivered,14:07:13,Electronics,Europe,Sunday,1,2025,6,1,14,7,13
49,1050,C039,Lisa Green,16-01-2023 15:00,16:44:08,18-01-2023 15:00,31-03-2025 00:12,Expedited,Delivered,00:12:02,Books,Asia,Wednesday,1,2023,2,1,0,12,2
50,1051,C018,Mark Lee,18-12-2024 03:00,14:38:32,23-12-2024 03:00,31-03-2025 20:27,Expedited,Pending,20:27:37,Groceries,Asia,Monday,12,2024,0,4,20,27,37
51,1052,C004,Tom Harris,09-12-2018 02:00,00:04:55,10-12-2018 02:00,31-03-2025 18:14,Expedited,Delivered,18:14:35,Groceries,Asia,Monday,12,2018,0,4,18,14,35
52,1053,C089,Andrew Moore,23-01-2023 11:00,08:43:05,24-01-2023 11:00,31-03-2025 20:02,Expedited,Delivered,20:02:03,Clothing,Europe,Tuesday,1,2023,1,1,20,2,3
53,1054,C060,Laura Clark,19-11-2024 12:00,12:25:27,21-11-2024 12:00,31-03-2025 04:49,Expedited,Pending,04:49:25,Clothing,Asia,Thursday,11,2024,3,4,4,49,25
54,1055,C014,Mark Lee,22-04-2024 12:00,07:14:05,27-04-2024 12:00,31-03-2025 09:07,Standard,Delivered,09:07:11,Books,Europe,Saturday,4,2024,5,2,9,7,11
55,1056,C009,Jane Smith,08-11-2025 15:00,05:03:10,12-11-2025 15:00,31-03-2025 21:57,Expedited,Delivered,21:57:58,Clothing,Europe,Wednesday,11,2025,2,4,21,57,58
56,1057,C090,Sophia Scott,23-07-2020 16:00,20:29:17,29-07-2020 16:00,31-03-2025 02:26,Standard,Delivered,02:26:49,Books,North America,Wednesday,7,2020,2,3,2,26,49
57,1058,C053,Emma Davis,24-04-2025 09:00,02:02:11,29-04-2025 09:00,31-03-2025 22:39,Standard,Pending,22:39:57,Electronics,North America,Tuesday,4,2025,1,2,22,39,57
58,1059,C002,Emma Davis,27-04-2024 06:00,20:29:20,30-04-2024 06:00,31-03-2025 00:13,Standard,Pending,00:13:53,Clothing,North America,Tuesday,4,2024,1,2,0,13,53
59,1060,C084,Jane Smith,19-05-2018 09:00,05:20:59,20-05-2018 09:00,31-03-2025 22:30,Standard,Delivered,22:30:12,Electronics,Europe,Sunday,5,2018,6,2,22,30,12
60,1061,C092,Sophia Scott,07-04-2022 15:00,05:39:14,10-04-2022 15:00,31-03-2025 11:34,Standard,Delivered,11:34:17,Home & Kitchen,North America,Sunday,4,2022,6,2,11,34,17
61,1062,C060,Hannah Allen,13-01-2024 21:00,17:51:28,17-01-2024 21:00,31-03-2025 20:44,Expedited,Pending,20:44:46,Books,North America,Wednesday,1,2024,2,1,20,44,46
62,1063,C071,Sarah White,01-02-2022 12:00,15:37:59,04-02-2022 12:00,31-03-2025 09:00,Expedited,Delivered,09:00:37,Home & Kitchen,North America,Friday,2,2022,4,1,9,0,37
63,1064,C044,Hannah Allen,23-07-2025 22:00,20:16:40,28-07-2025 22:00,31-03-2025 08:41,Standard,Delivered,08:41:46,Clothing,Asia,Monday,7,2025,0,3,8,41,46
64,1065,C008,Andrew Moore,06-06-2018 16:00,18:17:56,09-06-2018 16:00,31-03-2025 08:22,Standard,Pending,08:22:13,Electronics,Europe,Saturday,6,2018,5,2,8,22,13
65,1066,C047,James Taylor,13-07-2020 14:00,22:36:59,17-07-2020 14:00,31-03-2025 10:06,Expedited,Pending,10:06:30,Clothing,North America,Friday,7,2020,4,3,10,6,30
66,1067,C035,Andrew Moore,09-09-2025 19:00,05:11:10,13-09-2025 19:00,31-03-2025 23:25,Expedited,Pending,23:25:29,Home & Kitchen,Asia,Saturday,9,2025,5,3,23,25,29
67,1068,C078,Tom Harris,01-09-2020 01:00,15:51:48,05-09-2020 01:00,31-03-2025 01:45,Standard,Delivered,01:45:37,Clothing,Asia,Saturday,9,2020,5,3,1,45,37
68,1069,C081,James Taylor,02-05-2023 09:00,19:08:00,07-05-2023 09:00,31-03-2025 04:04,Expedited,Delivered,04:04:18,Groceries,Asia,Sunday,5,2023,6,2,4,4,18
69,1070,C036,Sarah White,08-12-2025 17:00,02:20:22,12-12-2025 17:00,31-03-2025 18:37,Expedited,Delivered,18:37:27,Home & Kitchen,North America,Friday,12,2025,4,4,18,37,27
70,1071,C050,Laura Clark,12-05-2022 03:00,08:53:18,13-05-2022 03:00,31-03-2025 09:22,Expedited,Delivered,09:22:45,Clothing,Asia,Friday,5,2022,4,2,9,22,45
71,1072,C004,Sarah White,06-06-2018 00:00,12:54:45,10-06-2018 00:00,31-03-2025 16:29,Standard,Pending,16:29:02,Electronics,Europe,Sunday,6,2018,6,2,16,29,2
72,1073,C002,Lisa Green,07-11-2020 11:00,19:18:22,10-11-2020 11:00,31-03-2025 00:41,Expedited,Delivered,00:41:02,Clothing,Asia,Tuesday,11,2020,1,4,0,41,2
73,1074,C006,Olivia White,09-12-2019 09:00,06:35:11,15-12-2019 09:00,31-03-2025 04:56,Standard,Delivered,04:56:18,Electronics,Asia,Sunday,12,2019,6,4,4,56,18
74,1075,C054,Lisa Green,10-12-2021 06:00,22:26:45,13-12-2021 06:00,31-03-2025 09:57,Standard,Pending,09:57:56,Groceries,Asia,Monday,12,2021,0,4,9,57,56
75,1076,C004,Olivia White,20-03-2019 19:00,01:32:27,26-03-2019 19:00,31-03-2025 15:00,Standard,Pending,15:00:37,Clothing,Asia,Tuesday,3,2019,1,1,15,0,37
76,1077,C054,Andrew Moore,28-11-2019 11:00,17:19:39,01-12-2019 11:00,31-03-2025 08:59,Standard,Delivered,08:59:04,Groceries,Europe,Sunday,12,2019,6,4,8,59,4
77,1078,C093,Sam Brown,25-01-2023 09:00,02:30:57,30-01-2023 09:00,31-03-2025 13:41,Standard,Pending,13:41:33,Home & Kitchen,North America,Monday,1,2023,0,1,13,41,33
78,1079,C063,Andrew Moore,09-10-2020 18:00,05:21:44,12-10-2020 18:00,31-03-2025 04:32,Expedited,Pending,04:32:24,Electronics,Europe,Monday,10,2020,0,4,4,32,24
79,1080,C018,Mark Lee,06-03-2020 06:00,08:08:51,11-03-2020 06:00,31-03-2025 09:28,Standard,Delivered,09:28:57,Home & Kitchen,Europe,Wednesday,3,2020,2,1,9,28,57
80,1081,C090,Sophia Scott,23-08-2019 00:00,08:14:12,28-08-2019 00:00,31-03-2025 21:58,Standard,Delivered,21:58:08,Electronics,North America,Wednesday,8,2019,2,3,21,58,8
81,1082,C044,Olivia White,31-12-2024 06:00,21:15:31,04-01-2025 06:00,31-03-2025 02:14,Standard,Delivered,02:14:03,Groceries,Asia,Saturday,1,2025,5,1,2,14,3
82,1083,C034,Hannah Allen,07-03-2022 12:00,01:25:13,08-03-2022 12:00,31-03-2025 12:37,Expedited,Delivered,12:37:19,Books,North America,Tuesday,3,2022,1,1,12,37,19
83,1084,C074,James Taylor,23-11-2023 01:00,05:33:07,29-11-2023 01:00,31-03-2025 16:22,Expedited,Pending,16:22:36,Clothing,North America,Wednesday,11,2023,2,4,16,22,36
84,1085,C062,Jane Smith,13-12-2021 02:00,03:20:55,17-12-2021 02:00,31-03-2025 14:07,Expedited,Pending,14:07:56,Groceries,Europe,Friday,12,2021,4,4,14,7,56
85,1086,C100,Lisa Green,24-02-2019 02:00,13:42:55,28-02-2019 02:00,31-03-2025 04:55,Expedited,Delivered,04:55:44,Electronics,North America,Thursday,2,2019,3,1,4,55,44
86,1087,C014,Sophia Scott,29-04-2025 00:00,13:43:47,04-05-2025 00:00,31-03-2025 00:32,Expedited,Delivered,00:32:06,Electronics,Asia,Sunday,5,2025,6,2,0,32,6
87,1088,C095,Tom Harris,27-04-2023 11:00,05:19:30,02-05-2023 11:00,31-03-2025 21:04,Expedited,Pending,21:04:45,Electronics,Europe,Tuesday,5,2023,1,2,21,4,45
88,1089,C048,Sophia Scott,16-12-2019 18:00,00:43:06,22-12-2019 18:00,31-03-2025 14:20,Expedited,Delivered,14:20:24,Electronics,Asia,Sunday,12,2019,6,4,14,20,24
89,1090,C015,Daniel King,25-03-2020 03:00,07:08:01,28-03-2020 03:00,31-03-2025 16:55,Standard,Delivered,16:55:49,Clothing,Europe,Saturday,3,2020,5,1,16,55,49
90,1091,C072,Mark Lee,07-11-2024 10:00,16:51:44,10-11-2024 10:00,31-03-2025 06:53,Standard,Delivered,06:53:57,Home & Kitchen,Asia,Sunday,11,2024,6,4,6,53,57
91,1092,C078,Daniel King,30-01-2025 04:00,04:41:43,03-02-2025 04:00,31-03-2025 17:59,Expedited,Delivered,17:59:18,Books,North America,Monday,2,2025,0,1,17,59,18
92,1093,C087,Sam Brown,19-06-2021 13:00,16:52:37,21-06-2021 13:00,31-03-2025 19:06,Standard,Pending,19:06:39,Clothing,North America,Monday,6,2021,0,2,19,6,39
93,1094,C062,Olivia White,13-10-2021 10:00,02:59:46,15-10-2021 10:00,31-03-2025 12:58,Standard,Delivered,12:58:49,Electronics,North America,Friday,10,2021,4,4,12,58,49
94,1095,C040,Sam Brown,09-09-2018 07:00,06:29:05,12-09-2018 07:00,31-03-2025 23:10,Expedited,Pending,23:10:40,Clothing,Asia,Wednesday,9,2018,2,3,23,10,40
95,1096,C085,Tom Harris,07-08-2020 09:00,03:50:36,09-08-2020 09:00,31-03-2025 22:00,Standard,Delivered,22:00:53,Groceries,Europe,Sunday,8,2020,6,3,22,0,53
96,1097,C080,Hannah Allen,09-04-2021 13:00,02:57:56,12-04-2021 13:00,31-03-2025 07:52,Standard,Delivered,07:52:43,Electronics,Europe,Monday,4,2021,0,2,7,52,43
97,1098,C082,Sarah White,06-04-2018 02:00,08:05:12,11-04-2018 02:00,31-03-2025 01:14,Expedited,Pending,01:14:20,Books,Europe,Wednesday,4,2018,2,2,1,14,20
98,1099,C053,Daniel King,13-12-2021 16:00,21:27:29,17-12-2021 16:00,31-03-2025 23:49,Standard,Delivered,23:49:16,Electronics,North America,Friday,12,2021,4,4,23,49,16
99,1100,C024,Emma Davis,12-07-2023 06:00,19:35:01,13-07-2023 06:00,31-03-2025 14:51,Expedited,Pending,14:51:51,Books,Asia,Thursday,7,2023,3,3,14,51,51
100,1101,C026,Daniel King,14-09-2025 22:00,03:07:44,18-09-2025 22:00,31-03-2025 08:34,Expedited,Delivered,08:34:19,Books,Europe,Thursday,9,2025,3,3,8,34,19
101,1102,C089,Tom Harris,14-08-2021 01:00,09:49:08,17-08-2021 01:00,31-03-2025 18:17,Standard,Delivered,18:17:19,Home & Kitchen,Asia,Tuesday,8,2021,1,3,18,17,19
102,1103,C060,Mike Black,13-05-2022 12:00,00:12:49,16-05-2022 12:00,31-03-2025 07:00,Standard,Delivered,07:00:23,Home & Kitchen,Europe,Monday,5,2022,0,2,7,0,23
103,1104,C041,Tom Harris,09-04-2022 21:00,14:31:33,13-04-2022 21:00,31-03-2025 23:46,Standard,Delivered,23:46:18,Clothing,North America,Wednesday,4,2022,2,2,23,46,18
104,1105,C029,Laura Clark,09-10-2023 15:00,10:30:13,15-10-2023 15:00,31-03-2025 09:43,Expedited,Delivered,09:43:59,Clothing,Asia,Sunday,10,2023,6,4,9,43,59
105,1106,C015,Sam Brown,19-05-2022 16:00,21:46:13,22-05-2022 16:00,31-03-2025 05:28,Expedited,Pending,05:28:12,Books,Europe,Sunday,5,2022,6,2,5,28,12
106,1107,C045,Sophia Scott,07-11-2018 21:00,15:54:28,09-11-2018 21:00,31-03-2025 03:44,Expedited,Pending,03:44:16,Electronics,Europe,Friday,11,2018,4,4,3,44,16
107,1108,C065,Jane Smith,15-03-2019 04:00,14:18:26,17-03-2019 04:00,31-03-2025 00:04,Standard,Delivered,00:04:27,Groceries,Europe,Sunday,3,2019,6,1,0,4,27
108,1109,C089,Lisa Green,31-12-2019 18:00,08:36:36,03-01-2020 18:00,31-03-2025 23:16,Standard,Delivered,23:16:49,Groceries,Europe,Friday,1,2020,4,1,23,16,49
109,1110,C071,Jane Smith,20-02-2022 04:00,10:27:51,23-02-2022 04:00,31-03-2025 06:47,Expedited,Pending,06:47:39,Electronics,North America,Wednesday,2,2022,2,1,6,47,39
110,1111,C009,Sam Brown,13-03-2022 20:00,23:27:35,19-03-2022 20:00,31-03-2025 11:45,Standard,Pending,11:45:50,Electronics,Europe,Saturday,3,2022,5,1,11,45,50
111,1112,C088,Lisa Green,18-12-2024 17:00,19:17:24,20-12-2024 17:00,31-03-2025 10:11,Standard,Delivered,10:11:12,Home & Kitchen,Europe,Friday,12,2024,4,4,10,11,12
112,1113,C001,Mike Black,16-02-2025 21:00,02:03:13,19-02-2025 21:00,31-03-2025 07:00,Expedited,Delivered,07:00:08,Groceries,North America,Wednesday,2,2025,2,1,7,0,8
113,1114,C008,Laura Clark,10-02-2022 03:00,06:25:07,13-02-2022 03:00,31-03-2025 01:13,Expedited,Pending,01:13:12,Books,Europe,Sunday,2,2022,6,1,1,13,12
114,1115,C088,Emma Davis,21-11-2022 09:00,23:15:19,27-11-2022 09:00,31-03-2025 15:01,Standard,Delivered,15:01:03,Clothing,Asia,Sunday,11,2022,6,4,15,1,3
115,1116,C063,Mark Lee,15-01-2020 02:00,14:06:57,21-01-2020 02:00,31-03-2025 11:47,Expedited,Pending,11:47:09,Home & Kitchen,Asia,Tuesday,1,2020,1,1,11,47,9
116,1117,C011,James Taylor,24-12-2023 03:00,16:21:21,28-12-2023 03:00,31-03-2025 02:03,Standard,Delivered,02:03:05,Groceries,Europe,Thursday,12,2023,3,4,2,3,5
117,1118,C081,Sam Brown,15-07-2022 14:00,21:11:17,21-07-2022 14:00,31-03-2025 22:04,Expedited,Pending,22:04:49,Electronics,North America,Thursday,7,2022,3,3,22,4,49
118,1119,C008,Sophia Scott,13-03-2024 00:00,23:45:46,14-03-2024 00:00,31-03-2025 02:09,Expedited,Pending,02:09:42,Groceries,North America,Thursday,3,2024,3,1,2,9,42
119,1120,C035,Olivia White,01-11-2025 06:00,14:36:15,03-11-2025 06:00,31-03-2025 18:13,Expedited,Delivered,18:13:20,Books,North America,Monday,11,2025,0,4,18,13,20
120,1121,C035,Sam Brown,06-10-2019 02:00,04:01:51,10-10-2019 02:00,31-03-2025 10:27,Standard,Pending,10:27:20,Home & Kitchen,Europe,Thursday,10,2019,3,4,10,27,20
121,1122,C033,Sam Brown,22-04-2025 15:00,08:53:26,23-04-2025 15:00,31-03-2025 03:23,Standard,Delivered,03:23:53,Electronics,Europe,Wednesday,4,2025,2,2,3,23,53
122,1123,C005,Daniel King,14-06-2023 15:00,08:35:46,17-06-2023 15:00,31-03-2025 05:16,Expedited,Delivered,05:16:21,Books,Asia,Saturday,6,2023,5,2,5,16,21
123,1124,C041,Daniel King,10-08-2025 05:00,10:00:49,13-08-2025 05:00,31-03-2025 18:44,Expedited,Delivered,18:44:53,Clothing,North America,Wednesday,8,2025,2,3,18,44,53
124,1125,C028,Lisa Green,21-03-2023 14:00,00:07:56,25-03-2023 14:00,31-03-2025 09:10,Expedited,Delivered,09:10:37,Home & Kitchen,Europe,Saturday,3,2023,5,1,9,10,37
125,1126,C007,Andrew Moore,19-08-2022 19:00,15:57:27,25-08-2022 19:00,31-03-2025 01:32,Standard,Pending,01:32:42,Books,Europe,Thursday,8,2022,3,3,1,32,42
126,1127,C073,Andrew Moore,06-11-2025 19:00,21:17:21,09-11-2025 19:00,31-03-2025 15:34,Expedited,Delivered,15:34:36,Books,Europe,Sunday,11,2025,6,4,15,34,36
127,1128,C072,John Doe,27-06-2022 20:00,08:11:18,02-07-2022 20:00,31-03-2025 14:46,Expedited,Delivered,14:46:35,Electronics,North America,Saturday,7,2022,5,3,14,46,35
128,1129,C012,Tom Harris,07-06-2020 00:00,17:58:04,11-06-2020 00:00,31-03-2025 22:35,Expedited,Delivered,22:35:39,Clothing,North America,Thursday,6,2020,3,2,22,35,39
129,1130,C034,Sophia Scott,15-01-2023 19:00,01:38:58,16-01-2023 19:00,31-03-2025 06:25,Expedited,Delivered,06:25:24,Books,Asia,Monday,1,2023,0,1,6,25,24
130,1131,C033,John Doe,10-08-2022 11:00,09:46:56,14-08-2022 11:00,31-03-2025 16:14,Standard,Pending,16:14:36,Home & Kitchen,North America,Sunday,8,2022,6,3,16,14,36
131,1132,C048,Hannah Allen,22-12-2019 17:00,06:59:36,24-12-2019 17:00,31-03-2025 12:03,Standard,Delivered,12:03:21,Books,Europe,Tuesday,12,2019,1,4,12,3,21
132,1133,C023,Mike Black,25-03-2018 19:00,14:51:59,31-03-2018 19:00,31-03-2025 16:21,Expedited,Pending,16:21:16,Groceries,Asia,Saturday,3,2018,5,1,16,21,16
133,1134,C062,Andrew Moore,08-01-2023 22:00,19:14:41,14-01-2023 22:00,31-03-2025 13:13,Standard,Pending,13:13:16,Home & Kitchen,North America,Saturday,1,2023,5,1,13,13,16
134,1135,C088,Olivia White,05-05-2019 02:00,23:25:25,09-05-2019 02:00,31-03-2025 07:33,Standard,Pending,07:33:25,Home & Kitchen,North America,Thursday,5,2019,3,2,7,33,25
135,1136,C037,Daniel King,03-06-2023 02:00,13:25:57,06-06-2023 02:00,31-03-2025 12:29,Standard,Delivered,12:29:21,Books,North America,Tuesday,6,2023,1,2,12,29,21
136,1137,C099,Emma Davis,09-04-2019 08:00,09:16:52,12-04-2019 08:00,31-03-2025 15:29,Expedited,Delivered,15:29:15,Electronics,North America,Friday,4,2019,4,2,15,29,15
137,1138,C044,Sarah White,01-01-2019 07:00,13:01:47,06-01-2019 07:00,31-03-2025 05:53,Standard,Delivered,05:53:23,Home & Kitchen,Europe,Sunday,1,2019,6,1,5,53,23
138,1139,C086,Mike Black,10-08-2020 04:00,12:26:08,15-08-2020 04:00,31-03-2025 03:34,Standard,Delivered,03:34:05,Groceries,North America,Saturday,8,2020,5,3,3,34,5
139,1140,C091,Sarah White,08-02-2018 17:00,06:47:09,14-02-2018 17:00,31-03-2025 03:17,Standard,Pending,03:17:05,Electronics,Europe,Wednesday,2,2018,2,1,3,17,5
